NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-11-21%2018:09:03;FIAGRO SUNO (SNAG) AGE - Ata da Assembleia - 21/11/2023 18:00;2399492;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=557288
18;;2023-11-17%2011:28:54;FIAGRO SUNO (SNAG) Liberacao de Negociacao das Cotas - 16/11/2023(N);2395785;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=555374
18;;2023-11-16%2018:42:46;FIAGRO SUNO (SNAG) Perfil do Fundo Estruturado - 16/11/2023;2394468;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=555555
18;;2023-11-16%2017:55:07;FIAGRO SUNO (SNAG) Informe Mensal - 10/2023;2394282;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=555391
18;;2023-11-16%2017:42:07;FIAGRO SUNO (SNAG) Liberacao de Negociacao das Cotas - 16/11/2023;2394261;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=555374
18;;2023-11-14%2017:47:09;FIAGRO SUNO (SNAG) Informe Trimestral - 30/09/2023;2391818;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=553412
18;;2023-11-14%2009:35:21;FIAGRO SUNO (SNAG) Aviso aos Cotistas - 14/11/2023;2390607;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=552249
18;;2023-11-13%2010:00:18;FIAGRO SUNO (SNAG) Aviso aos Cotistas - 13/11/2023 (C);2388818;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=550967
18;;2023-11-13%2009:32:00;FIAGRO SUNO (SNAG) Aviso aos Cotistas - 13/11/2023;2388699;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=550967
18;;2023-11-09%2015:12:36;FIAGRO SUNO (SNAG) Outros Comunicados ao Mercado - 09/11/2023;2385992;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=548637
18;;2023-11-07%2018:19:44;FIAGRO SUNO (SNAG) Aviso aos Cotistas  - 07/11/2023(N);2383094;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=547479
18;;2023-11-07%2018:15:59;FIAGRO SUNO (SNAG) Aviso aos Cotistas  - 07/11/2023;2383085;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=547479
18;;2023-11-06%2017:57:14;FIAGRO SUNO (SNAG) Relatorio Gerencial - 30/09/2023 (R);2381748;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=546802
18;;2023-11-06%2014:31:22;FIAGRO SUNO (SNAG) AGE - Proposta da Administradora - 21/11/2023 18:00;2381533;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545856
18;;2023-11-06%2014:27:20;FIAGRO SUNO (SNAG) AGE - Edital de Convocacao - 21/11/2023 18:00;2381531;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545853
18;;2023-11-06%2011:07:55;FIAGRO SUNO (SNAG) Aviso aos Cotistas - 06/11/2023;2381354;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545772
18;;2023-11-06%2011:05:34;FIAGRO SUNO (SNAG) Relatorio Gerencial - 30/09/2023;2381350;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545769
18;;2023-11-06%2011:00:07;FIAGRO SUNO (SNAG) Anuncio Encerramento Distribuicao Cotas - 06/11/2023;2381345;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545767
18;;2023-11-03%2014:54:41;FIAGRO SUNO (SNAG) Relatorio Gerencial - 03/11/2023 (C);2380376;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545448
18;;2023-11-03%2013:02:18;FIAGRO SUNO (SNAG) Relatorio Gerencial - 03/11/2023;2380210;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=545448
